Site code,Site name,Island,Habitat (general),Year,Month,Sampling method,Sample number,Sample code,MF,Species,Family,Order (new),Class,N/E/I,Trophic,Adults
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S25,PTS-ETHY-S25,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,4
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S25,PTS-ETHY-S25,21,Tenuiphantes tenuis (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S25,PTS-ETHY-S25,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S26,PTS-ETHY-S26,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S26,PTS-ETHY-S26,421,Walckenaeria grandis (Wunderlich),Linyphiidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S28,PTS-ETHY-S28,46,Drouetius borgesi borgesi Machado,Curculionidae,Coleoptera,Insecta,E ,H,2
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S28,PTS-ETHY-S28,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,2
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S30,PTS-ETHY-S30,21,Tenuiphantes tenuis (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S01,PTS-TURQ-S01,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S03,PTS-TURQ-S03,21,Tenuiphantes tenuis (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S03,PTS-TURQ-S03,222,"Trechus terrabravensis Borges, Serrano & Amorim",Carabidae,Coleoptera,Insecta,E ,P,2
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S05,PTS-TURQ-S05,312,Acorigone acoreensis (Wunderlich),Linyphiidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S05,PTS-TURQ-S05,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S07,PTS-TURQ-S07,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,2
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S09,PTS-TURQ-S09,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S09,PTS-TURQ-S09,22,Agyneta decora (O.P.-Cambridge),Linyphiidae,Araneae,Arachnida,I,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S09,PTS-TURQ-S09,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,3
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S11,PTS-TURQ-S11,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,4
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S13,PTS-TURQ-S13,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S13,PTS-TURQ-S13,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,9
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S15,PTS-TURQ-S15,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,3
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S17,PTS-TURQ-S17,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,8
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S19,PTS-TURQ-S19,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S19,PTS-TURQ-S19,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,2
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S19,PTS-TURQ-S19,312,Acorigone acoreensis (Wunderlich),Linyphiidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S19,PTS-TURQ-S19,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S21,PTS-TURQ-S21,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S21,PTS-TURQ-S21,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,4
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S27,PTS-TURQ-S27,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S27,PTS-TURQ-S27,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S27,PTS-TURQ-S27,46,Drouetius borgesi borgesi Machado,Curculionidae,Coleoptera,Insecta,E ,H,1
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S27,PTS-TURQ-S27,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,5
TER-NFSB-TE49,Pinheiro B,TER,Native vegetation,2003,July,Pitfall solution,S29,PTS-TURQ-S29,346,Cedrorum azoricus azoricus  Borges & Serrano,Carabidae,Coleoptera,Insecta,E ,P,7
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S02,PTS-ETHY-S02,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S02,PTS-ETHY-S02,50,Canariphantes acoreensis (Wunderlich),Linyphiidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S04,PTS-ETHY-S04,9,Ommatoiulus moreletii (Lucas),Julidae,Julida,Diplopoda,I,H,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S04,PTS-ETHY-S04,46,Drouetius borgesi borgesi Machado,Curculionidae,Coleoptera,Insecta,E ,H,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S06,PTS-ETHY-S06,144,Trigoniophthalmus borgesi Mendes et al.,Machilidae,Microcoryphia,Insecta,E ,S,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S08,PTS-ETHY-S08,9,Ommatoiulus moreletii (Lucas),Julidae,Julida,Diplopoda,I,H,4
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S08,PTS-ETHY-S08,46,Drouetius borgesi borgesi Machado,Curculionidae,Coleoptera,Insecta,E ,H,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S10,PTS-ETHY-S10,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S10,PTS-ETHY-S10,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,3
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S12,PTS-ETHY-S12,8,Aphrodes hamiltoni Quartau & Borges,Cicadellidae,Hemiptera,Insecta,E ,H,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S12,PTS-ETHY-S12,9,Ommatoiulus moreletii (Lucas),Julidae,Julida,Diplopoda,I,H,2
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S14,PTS-ETHY-S14,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S14,PTS-ETHY-S14,475,Habrocerus capillaricornis (Gravenhorst) ,Staphylinidae,Coleoptera,Insecta,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S16,PTS-ETHY-S16,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S16,PTS-ETHY-S16,46,Drouetius borgesi borgesi Machado,Curculionidae,Coleoptera,Insecta,E ,H,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S18,PTS-ETHY-S18,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S18,PTS-ETHY-S18,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S20,PTS-ETHY-S20,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S22,PTS-ETHY-S22,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S22,PTS-ETHY-S22,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S22,PTS-ETHY-S22,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S26,PTS-ETHY-S26,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,2
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S26,PTS-ETHY-S26,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S28,PTS-ETHY-S28,9,Ommatoiulus moreletii (Lucas),Julidae,Julida,Diplopoda,I,H,2
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S30,PTS-ETHY-S30,8,Aphrodes hamiltoni Quartau & Borges,Cicadellidae,Hemiptera,Insecta,E ,H,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S01,PTS-TURQ-S01,9,Ommatoiulus moreletii (Lucas),Julidae,Julida,Diplopoda,I,H,5
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S01,PTS-TURQ-S01,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S01,PTS-TURQ-S01,46,Drouetius borgesi borgesi Machado,Curculionidae,Coleoptera,Insecta,E ,H,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S03,PTS-TURQ-S03,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S03,PTS-TURQ-S03,46,Drouetius borgesi borgesi Machado,Curculionidae,Coleoptera,Insecta,E ,H,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S05,PTS-TURQ-S05,8,Aphrodes hamiltoni Quartau & Borges,Cicadellidae,Hemiptera,Insecta,E ,H,2
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S05,PTS-TURQ-S05,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,4
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S05,PTS-TURQ-S05,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S07,PTS-TURQ-S07,8,Aphrodes hamiltoni Quartau & Borges,Cicadellidae,Hemiptera,Insecta,E ,H,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S07,PTS-TURQ-S07,9,Ommatoiulus moreletii (Lucas),Julidae,Julida,Diplopoda,I,H,2
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S07,PTS-TURQ-S07,20,Palliduphantes schmitzi (Kulczynski),Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S07,PTS-TURQ-S07,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,3
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S07,PTS-TURQ-S07,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,6
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S09,PTS-TURQ-S09,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S09,PTS-TURQ-S09,9,Ommatoiulus moreletii (Lucas),Julidae,Julida,Diplopoda,I,H,3
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S09,PTS-TURQ-S09,22,Agyneta decora (O.P.-Cambridge),Linyphiidae,Araneae,Arachnida,I,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S09,PTS-TURQ-S09,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S09,PTS-TURQ-S09,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,2
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S09,PTS-TURQ-S09,46,Drouetius borgesi borgesi Machado,Curculionidae,Coleoptera,Insecta,E ,H,3
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S11,PTS-TURQ-S11,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S13,PTS-TURQ-S13,9,Ommatoiulus moreletii (Lucas),Julidae,Julida,Diplopoda,I,H,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S13,PTS-TURQ-S13,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S15,PTS-TURQ-S15,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S15,PTS-TURQ-S15,20,Palliduphantes schmitzi (Kulczynski),Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S15,PTS-TURQ-S15,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,2
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S15,PTS-TURQ-S15,46,Drouetius borgesi borgesi Machado,Curculionidae,Coleoptera,Insecta,E ,H,4
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S17,PTS-TURQ-S17,46,Drouetius borgesi borgesi Machado,Curculionidae,Coleoptera,Insecta,E ,H,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S17,PTS-TURQ-S17,308,Stelidota geminata (Say),Nitidulidae,Coleoptera,Insecta,I,S,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S19,PTS-TURQ-S19,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,2
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S21,PTS-TURQ-S21,9,Ommatoiulus moreletii (Lucas),Julidae,Julida,Diplopoda,I,H,2
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S21,PTS-TURQ-S21,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,2
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S21,PTS-TURQ-S21,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S23,PTS-TURQ-S23,8,Aphrodes hamiltoni Quartau & Borges,Cicadellidae,Hemiptera,Insecta,E ,H,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S23,PTS-TURQ-S23,20,Palliduphantes schmitzi (Kulczynski),Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S23,PTS-TURQ-S23,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S25,PTS-TURQ-S25,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,3
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S27,PTS-TURQ-S27,27,Lithobius pilicornis pilicornis Newport,Lithobiidae,Lithobiomorpha ,Chilopoda,N,P,2
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S27,PTS-TURQ-S27,46,Drouetius borgesi borgesi Machado,Curculionidae,Coleoptera,Insecta,E ,H,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S29,PTS-TURQ-S29,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TE50,Pinheiro Rachado,TER,Native vegetation,2003,September,Pitfall solution,S29,PTS-TURQ-S29,8,Aphrodes hamiltoni Quartau & Borges,Cicadellidae,Hemiptera,Insecta,E ,H,2
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S08,PTS-ETHY-S08,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,3
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S08,PTS-ETHY-S08,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S10,PTS-ETHY-S10,39,Pisaura acoreensis Wunderlich,Pisauridae,Araneae,Arachnida,E ,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S12,PTS-ETHY-S12,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S14,PTS-ETHY-S14,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S16,PTS-ETHY-S16,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,4
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S18,PTS-ETHY-S18,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,5
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S20,PTS-ETHY-S20,28,Dysdera crocata C. L. Koch,Dysderidae,Araneae,Arachnida,I,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S22,PTS-ETHY-S22,3,Xysticus cor Canestrini,Thomisidae,Araneae,Arachnida,N,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S22,PTS-ETHY-S22,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S22,PTS-ETHY-S22,39,Pisaura acoreensis Wunderlich,Pisauridae,Araneae,Arachnida,E ,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S22,PTS-ETHY-S22,421,Walckenaeria grandis (Wunderlich),Linyphiidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S24,PTS-ETHY-S24,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,2
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S24,PTS-ETHY-S24,51,Paranchus albipes (Fabricius),Carabidae,Coleoptera,Insecta,I,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S24,PTS-ETHY-S24,421,Walckenaeria grandis (Wunderlich),Linyphiidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S30,PTS-ETHY-S30,421,Walckenaeria grandis (Wunderlich),Linyphiidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S01,PTS-TURQ-S01,5,Rugathodes  acoreensis Wunderlich,Theridiidae,Araneae,Arachnida,E ,P,2
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S03,PTS-TURQ-S03,5,Rugathodes  acoreensis Wunderlich,Theridiidae,Araneae,Arachnida,E ,P,2
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S05,PTS-TURQ-S05,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S13,PTS-TURQ-S13,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S17,PTS-TURQ-S17,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S17,PTS-TURQ-S17,3,Xysticus cor Canestrini,Thomisidae,Araneae,Arachnida,N,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S17,PTS-TURQ-S17,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S17,PTS-TURQ-S17,289,Uroleucon erigeronense (Thomas),Aphididae,Hemiptera,Insecta,I,H,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S21,PTS-TURQ-S21,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S23,PTS-TURQ-S23,3,Xysticus cor Canestrini,Thomisidae,Araneae,Arachnida,N,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S25,PTS-TURQ-S25,3,Xysticus cor Canestrini,Thomisidae,Araneae,Arachnida,N,P,1
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S25,PTS-TURQ-S25,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,2
TER-NFSB-TY05,Tanque,TER,Native vegetation,2003,June,Pitfall solution,S27,PTS-TURQ-S27,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-NFSB-TY06,Lagoinha,TER,Native vegetation,2003,June,Pitfall solution,S02,PTS-ETHY-S02,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TY06,Lagoinha,TER,Native vegetation,2003,June,Pitfall solution,S04,PTS-ETHY-S04,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
TER-NFSB-TY06,Lagoinha,TER,Native vegetation,2003,June,Pitfall solution,S04,PTS-ETHY-S04,41,Ocypus aethiops (Waltl),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-NFSB-TY06,Lagoinha,TER,Native vegetation,2003,June,Pitfall solution,S06,PTS-ETHY-S06,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,2
TER-NFSB-TY06,Lagoinha,TER,Native vegetation,2003,June,Pitfall solution,S08,PTS-ETHY-S08,2,Tenuiphantes miguelensis Wunderlich,Linyphiidae,Araneae,Arachnida,N,P,1
